,frame,x,y,state,interpolation,track
48,607,1056.76,1031.26,4,I,220
49,608,1055.94,1031.97,4,I,220
50,609,1055.29,1032.45,4,,220
51,610,1054.12,1032.46,4,I,220
52,611,1052.61,1032.42,4,I,220
53,612,1051.43,1032.45,4,,220
54,613,1050.64,1033.1,4,I,220
55,614,1049.62,1034.06,4,I,220
56,615,1048.61,1035.02,4,I,220
57,616,1047.87,1035.71,4,,220
58,617,1047.25,1036.12,4,I,220
59,618,1046.42,1036.64,4,I,220
60,619,1045.58,1037.14,4,I,220
61,620,1044.9,1037.49,4,,220
62,621,1043.58,1037.49,4,I,220
63,622,1042.24,1037.49,4,,220
64,623,1041.44,1037.74,4,I,220
65,624,1040.52,1038.09,4,I,220
66,625,1039.79,1038.38,4,I,220
67,626,1038.97,1038.68,11,,220
0,559,1140.7,1037.49,2,,221
1,560,1142.19,1038.68,4,,221
2,561,1141.89,1038.08,4,,221
3,562,1141.15,1038.23,4,I,221
4,563,1140.41,1038.38,11,,221
0,767,1150.49,984.399,2,,222
1,768,1150.49,985.289,4,,222
2,769,1152.27,984.103,4,,222
3,770,1153.55,982.757,4,I,222
4,771,1154.94,981.433,4,,222
5,772,1157.62,980.427,4,I,222
6,773,1160.28,979.654,4,,222
7,774,1161.59,980.196,4,I,222
8,775,1163.04,981.056,4,I,222
9,776,1164.14,981.73,4,,222
10,777,1164.86,982.137,4,I,222
11,778,1165.73,982.601,4,I,222
12,779,1166.51,982.916,4,,222
13,780,1168.14,982.758,4,I,222
0,767,1139.81,987.365,2,,223
1,768,1138.63,990.034,4,,223
2,769,1138.33,991.221,4,,223
3,770,1137.05,990.442,4,I,223
4,771,1135.96,989.145,4,,223
5,772,1137.18,986.177,4,I,223
6,773,1138.63,982.916,4,,223
7,774,1139.34,979.27,4,I,223
8,775,1140.11,975.501,4,,223
9,776,1142.04,971.255,4,I,223
10,777,1143.97,967.197,4,,223
11,778,1144.79,964.931,4,I,223
12,779,1145.65,962.358,4,I,223
13,780,1146.34,960.375,4,,223
0,745,1037.32,998.848,2,,224
1,746,1036.54,995.919,4,,224
2,747,1032.24,996.895,4,,224
3,748,1031.07,997.481,4,,224
4,749,1032.94,997.295,4,I,224
5,750,1035.17,997.09,4,,224
6,751,1036.86,997.523,4,I,224
7,752,1038.49,998.067,4,,224
8,753,1040.27,998.746,4,I,224
9,754,1042.53,999.603,4,I,224
10,755,1044.35,1000.21,4,,224
11,756,1046.33,1000.15,4,I,224
12,757,1048.81,999.976,4,I,224
13,758,1050.6,999.824,4,,224
14,759,1050.69,999.637,4,I,224
15,760,1050.59,999.402,4,I,224
16,761,1050.6,999.238,4,,224
17,762,1051.53,999.291,4,I,224
18,763,1052.9,999.384,4,I,224
19,764,1054.29,999.502,4,I,224
20,765,1055.28,999.629,4,,224
21,766,1055.93,1000.26,4,I,224
22,767,1056.76,1001.16,4,I,224
23,768,1057.59,1002.08,4,I,224
24,769,1058.21,1002.75,4,,224
25,770,1058.95,1003.39,4,I,224
26,771,1059.96,1004.27,4,I,224
27,772,1061.08,1005.22,4,I,224
28,773,1062.12,1006.07,4,I,224
29,774,1062.9,1006.66,4,,224
30,775,1064.06,1006.75,4,I,224
31,776,1065.7,1006.84,4,I,224
32,777,1067.58,1006.92,4,I,224
33,778,1069.46,1006.99,4,I,224
34,779,1071.11,1007.04,4,I,224
35,780,1072.27,1007.05,4,,224
0,745,1026.58,998.457,2,,225
1,746,1024.04,996.7,4,,225
2,747,1017.01,997.676,4,,225
3,748,1011.15,997.09,4,,225
4,749,1008.78,996.439,4,I,225
5,750,1006.85,995.723,4,,225
6,751,1004.59,994.629,4,I,225
7,752,1002.36,993.575,4,,225
8,753,1000.77,993.188,4,I,225
9,754,998.852,992.787,4,I,225
10,755,997.286,992.404,4,,225
11,756,995.332,991.382,4,I,225
12,757,992.837,990.035,4,I,225
13,758,990.841,989.084,4,,225
14,759,988.9,989.335,4,I,225
15,760,986.287,989.806,4,I,225
16,761,983.706,990.307,4,I,225
17,762,981.859,990.646,4,,225
18,763,980.865,990.635,4,I,225
19,764,979.618,990.583,4,I,225
20,765,978.418,990.513,4,I,225
21,766,977.563,990.451,4,,225
22,767,977.193,990.238,4,I,225
23,768,976.728,989.929,4,I,225
24,769,976.233,989.59,4,I,225
25,770,975.774,989.286,4,I,225
26,771,975.414,989.084,4,,225
27,772,974.691,989.159,4,I,225
28,773,973.662,989.286,4,I,225
29,774,972.527,989.435,4,I,225
30,775,971.483,989.573,4,I,225
31,776,970.728,989.67,4,,225
32,777,969.977,989.738,4,I,225
33,778,968.94,989.832,4,I,225
34,779,967.81,989.931,4,I,225
35,780,966.78,990.014,4,I,225
0,526,1365.52,692.846,2,,226
1,527,1366.71,692.846,4,,226
2,528,1366.41,693.439,4,,226
3,529,1364.34,688.99,4,,226
4,530,1364.34,688.101,4,,226
5,531,1364.8,687.42,4,I,226
6,532,1365.23,686.618,4,,226
7,533,1364.98,684.751,4,I,226
8,534,1364.63,682.762,4,,226
9,535,1364.33,680.974,4,I,226
10,536,1363.96,678.781,4,I,226
11,537,1363.74,677.127,4,,226
12,538,1364.2,676.333,4,I,226
13,539,1364.9,675.366,4,I,226
14,540,1365.61,674.389,4,I,226
15,541,1366.12,673.567,4,,226
16,542,1366.42,671.613,4,I,226
17,543,1366.8,669.026,4,I,226
18,544,1367.3,667.042,4,,226
19,545,1369.63,665.955,4,I,226
20,546,1372.79,664.726,4,I,226
21,547,1375.31,663.78,4,,226
22,548,1377.55,663.061,4,I,226
23,549,1380.54,662.117,4,I,226
24,550,1383.51,661.189,4,I,226
25,551,1385.69,660.517,4,,226
26,552,1387.68,660.179,4,I,226
27,553,1389.55,659.627,4,,226
28,554,1390.73,657.255,11,,226
0,526,1362.26,702.634,2,,227
1,527,1365.23,703.82,4,,227
2,528,1369.68,708.862,4,,227
3,529,1372.64,710.642,4,,227
4,530,1374.08,713.185,4,I,227
5,531,1375.31,715.684,4,,227
6,532,1376.6,717.103,4,I,227
7,533,1377.98,718.353,4,,227
8,534,1379.88,719.495,4,I,227
9,535,1382.32,720.926,4,I,227
10,536,1384.21,722.209,4,,227
11,537,1385.49,724.732,4,I,227
12,538,1386.58,727.251,4,,227
13,539,1386.92,728.51,4,I,227
14,540,1387.18,729.624,4,,227
15,541,1387.84,730.926,4,I,227
16,542,1388.74,732.565,4,I,227
17,543,1389.55,733.776,4,,227
18,544,1391.03,734.073,11,,227
0,568,1141.55,304.054,2,,228
1,569,1142.23,303.041,4,,228
2,570,1141.89,302.365,4,,228
3,571,1142.23,301.351,4,,228
4,572,1143.92,298.986,4,,228
5,573,1146.7,296.72,4,I,228
6,574,1149.66,294.595,4,,228
7,575,1152.78,293.351,4,I,228
8,576,1155.74,292.23,4,,228
9,577,1157.48,291.075,4,I,228
10,578,1159.12,289.865,4,,228
11,579,1161.25,288.305,4,I,228
12,580,1163.98,286.317,4,I,228
13,581,1166.22,284.797,4,,228
14,582,1168.9,283.94,4,I,228
15,583,1171.62,283.108,4,,228
16,584,1174.1,281.785,4,I,228
17,585,1177.13,280.066,4,I,228
18,586,1179.39,278.716,4,,228
19,587,1180.16,277.642,4,I,228
20,588,1180.94,276.342,4,I,228
21,589,1181.76,275.338,4,,228
22,590,1184.45,274.621,4,I,228
23,591,1187.16,273.649,4,,228
24,592,1188.18,270.608,4,,228
25,593,1189.48,268.601,4,I,228
26,594,1190.88,266.892,4,,228
27,595,1192.66,266.24,4,I,228
28,596,1194.96,265.477,4,I,228
29,597,1196.96,264.189,4,,228
30,598,1200.34,256.757,4,,228
31,599,1201.95,254.089,4,I,228
32,600,1203.71,251.421,4,I,228
33,601,1205.07,249.324,4,,228
34,602,1206.11,247.033,4,I,228
35,603,1207.33,244.149,4,I,228
36,604,1208.11,241.892,4,,228
37,605,1207.08,240.1,4,I,228
38,606,1205.56,237.921,4,I,228
39,607,1204.39,236.149,4,,228
40,608,1203.85,234.067,4,I,228
41,609,1203.38,232.095,4,,228
42,610,1202.72,231.19,4,I,228
43,611,1202.03,230.068,4,,228
44,612,1201.35,226.351,4,,228
45,613,1200.08,224.606,4,I,228
46,614,1198.31,222.471,4,I,228
47,615,1196.53,220.418,4,I,228
48,616,1195.27,218.919,4,,228
49,617,1194.63,217.829,4,I,228
50,618,1193.77,216.347,4,I,228
51,619,1192.83,214.673,4,I,228
52,620,1191.89,213.003,4,I,228
53,621,1191.09,211.537,4,I,228
54,622,1190.54,210.473,4,,228
55,623,1190.56,209.348,4,I,228
56,624,1190.63,207.966,4,I,228
57,625,1190.54,207.095,4,,228
58,626,1188.99,208.315,4,I,228
59,627,1186.75,210.189,4,I,228
60,628,1184.46,212.122,4,I,228
61,629,1182.77,213.514,4,,228
62,630,1181.18,214.476,4,I,228
63,631,1179.73,215.541,4,,228
64,632,1179.23,217.752,4,I,228
65,633,1178.66,220.853,4,I,228
66,634,1178.12,224.001,4,I,228
67,635,1177.7,226.351,4,,228
68,636,1177.1,228.902,4,I,228
69,637,1176.31,232.093,4,I,228
70,638,1175.68,234.459,4,,228
71,639,1175.02,235.144,4,I,228
72,640,1174.13,235.877,4,I,228
73,641,1173.25,236.577,4,I,228
74,642,1172.64,237.162,4,,228
75,643,1172.41,238.463,4,I,228
76,644,1172.15,240.292,4,I,228
77,645,1171.88,242.16,4,I,228
78,646,1171.62,243.581,4,,228
79,647,1170.72,245.444,4,I,228
80,648,1169.5,247.824,4,I,228
81,649,1168.58,249.662,4,,228
82,650,1168.18,250.866,4,I,228
83,651,1167.69,252.416,4,I,228
84,652,1167.22,253.941,4,I,228
85,653,1166.89,255.068,4,,228
86,654,1166.78,256.08,4,I,228
87,655,1166.67,257.343,4,I,228
88,656,1166.55,258.446,4,,228
89,657,1166.18,260.382,4,I,228
90,658,1165.66,262.909,4,I,228
91,659,1165.2,264.865,4,,228
92,660,1164.38,266.14,4,I,228
93,661,1163.24,267.782,4,I,228
94,662,1162.07,269.401,4,I,228
95,663,1161.15,270.608,4,,228
96,664,1159.61,271.838,4,I,228
97,665,1157.47,273.498,4,I,228
98,666,1155.31,275.149,4,I,228
99,667,1153.72,276.351,4,,228
100,668,1152.21,277.269,4,I,228
101,669,1150.35,278.39,4,I,228
102,670,1148.99,279.392,4,,228
103,671,1148.64,281.351,4,I,228
104,672,1148.3,284.096,4,I,228
105,673,1147.96,286.854,4,I,228
106,674,1147.64,288.851,4,,228
107,675,1146.46,290.262,4,I,228
108,676,1144.78,292.095,4,I,228
109,677,1143.09,293.912,4,I,228
110,678,1141.89,295.27,4,,228
111,679,1141.34,296.716,4,I,228
112,680,1140.67,298.675,4,I,228
113,681,1140.02,300.62,4,I,228
114,682,1139.53,302.027,4,,228
115,683,1139.02,302.967,4,I,228
116,684,1138.33,304.175,4,I,228
117,685,1137.65,305.407,4,I,228
118,686,1137.16,306.419,4,,228
119,687,1136.92,308.592,4,I,228
120,688,1136.62,311.651,4,I,228
121,689,1136.34,314.712,4,I,228
122,690,1136.15,316.892,4,,228
123,691,1136.24,317.977,4,I,228
124,692,1136.39,319.195,4,I,228
125,693,1136.49,320.27,4,,228
126,694,1136.29,322.359,4,I,228
127,695,1136.01,325.116,4,I,228
128,696,1135.81,327.365,4,,228
129,697,1135.82,329.883,4,I,228
130,698,1135.85,333.052,4,I,228
131,699,1135.81,335.473,4,,228
132,700,1135.15,336.848,4,I,228
133,701,1134.2,338.583,4,I,228
134,702,1133.2,340.283,4,I,228
135,703,1132.43,341.554,4,,228
136,704,1131.2,342.866,4,I,228
137,705,1129.6,344.525,4,I,228
138,706,1128.38,345.946,4,,228
139,707,1127.67,348.194,4,I,228
140,708,1126.83,351.111,4,I,228
141,709,1126.01,353.378,4,,228
142,710,1123.86,354.97,4,I,228
143,711,1120.81,357.045,4,I,228
144,712,1117.75,359.06,4,I,228
145,713,1115.54,360.473,4,,228
146,714,1114.16,360.833,4,I,228
147,715,1112.39,361.2,4,I,228
148,716,1110.67,361.541,4,I,228
149,717,1109.46,361.824,4,,228
150,718,1109.09,362.422,4,I,228
151,719,1108.74,363.214,4,I,228
152,720,1108.45,363.851,4,,228
153,721,1107.88,364.487,4,I,228
154,722,1107.09,365.341,4,I,228
155,723,1106.3,366.21,4,I,228
156,724,1105.74,366.892,4,,228
157,725,1105.48,368.018,4,I,228
158,726,1105.16,369.584,4,I,228
159,727,1104.87,371.155,4,I,228
160,728,1104.73,372.297,4,,228
161,729,1105.42,373.148,4,I,228
162,730,1106.38,374.172,4,I,228
163,731,1107.09,375.0,4,,228
164,732,1107.15,375.94,4,I,228
165,733,1107.15,377.22,4,I,228
166,734,1107.13,378.488,4,I,228
167,735,1107.09,379.392,4,,228
168,736,1106.88,379.839,4,I,228
169,737,1106.56,380.387,4,I,228
170,738,1106.26,380.944,4,I,228
171,739,1106.08,381.419,4,,228
172,740,1106.48,382.614,4,I,228
173,741,1107.08,384.325,4,I,228
174,742,1107.76,386.216,4,I,228
175,743,1108.37,387.95,4,I,228
176,744,1108.78,389.189,4,,228
177,745,1108.82,390.218,4,I,228
178,746,1108.82,391.581,4,I,228
179,747,1108.8,392.931,4,I,228
180,748,1108.78,393.919,4,,228
181,749,1108.63,394.72,4,I,228
182,750,1108.41,395.777,4,I,228
183,751,1108.21,396.833,4,I,228
184,752,1108.11,397.635,4,,228
185,753,1108.64,398.63,4,I,228
186,754,1109.4,399.996,4,I,228
187,755,1110.32,401.611,4,I,228
188,756,1111.31,403.353,4,I,228
189,757,1112.3,405.097,4,I,228
190,758,1113.22,406.722,4,I,228
191,759,1113.99,408.104,4,I,228
192,760,1114.53,409.122,4,,228
193,761,1114.54,410.335,4,I,228
194,762,1114.53,411.486,4,,228
195,763,1114.93,412.014,4,I,228
196,764,1115.52,412.687,4,I,228
197,765,1116.18,413.4,4,I,228
198,766,1116.79,414.049,4,I,228
199,767,1117.23,414.527,4,,228
200,768,1117.66,415.063,4,I,228
201,769,1118.24,415.808,4,I,228
202,770,1118.89,416.623,4,I,228
203,771,1119.48,417.368,4,I,228
204,772,1119.93,417.905,4,,228
205,773,1120.61,418.397,4,I,228
206,774,1121.57,419.071,4,I,228
207,775,1122.63,419.805,4,I,228
208,776,1123.61,420.471,4,I,228
209,777,1124.32,420.946,4,,228
210,778,1125.18,421.277,4,I,228
211,779,1126.37,421.721,4,I,228
212,780,1127.67,422.202,4,I,228
0,568,1147.64,314.189,2,,229
1,569,1147.3,313.007,4,I,229
2,570,1146.96,311.824,4,,229
3,571,1145.27,312.162,4,,229
4,572,1146.25,312.849,4,I,229
5,573,1147.64,313.514,4,,229
6,574,1149.16,313.673,4,I,229
7,575,1150.68,313.851,4,,229
8,576,1152.04,314.66,4,I,229
9,577,1153.38,315.541,4,,229
10,578,1154.69,316.286,4,I,229
11,579,1156.08,316.892,4,,229
12,580,1158.05,316.65,4,I,229
13,581,1160.58,316.229,4,I,229
14,582,1162.5,315.878,4,,229
15,583,1163.38,315.504,4,I,229
16,584,1164.19,315.203,4,,229
17,585,1165.49,315.437,4,I,229
18,586,1167.19,315.817,4,I,229
19,587,1168.58,316.216,4,,229
20,588,1170.2,317.407,4,I,229
21,589,1171.96,318.581,4,,229
22,590,1174.51,318.845,4,I,229
23,591,1177.8,319.053,4,I,229
24,592,1180.41,319.257,4,,229
25,593,1182.67,319.891,4,I,229
26,594,1185.47,320.728,4,I,229
27,595,1187.84,321.284,4,,229
28,596,1191.42,320.775,4,I,229
29,597,1195.27,320.27,4,,229
30,598,1199.81,320.859,4,I,229
31,599,1205.57,321.728,4,I,229
32,600,1210.14,322.297,4,,229
33,601,1214.19,321.622,4,,229
34,602,1217.9,321.074,4,I,229
35,603,1221.62,320.608,4,,229
36,604,1225.73,320.586,4,I,229
37,605,1229.73,320.608,4,,229
38,606,1232.62,320.488,4,I,229
39,607,1236.07,320.328,4,I,229
40,608,1238.85,320.27,4,,229
41,609,1241.85,320.851,4,I,229
42,610,1245.63,321.663,4,I,229
43,611,1248.65,322.297,4,,229
44,612,1251.59,322.719,4,I,229
45,613,1254.39,323.311,4,,229
46,614,1256.33,325.311,4,I,229
47,615,1258.62,327.996,4,I,229
48,616,1260.47,330.068,4,,229
49,617,1262.51,331.304,4,I,229
50,618,1264.53,332.432,4,,229
51,619,1266.15,333.638,4,I,229
52,620,1268.3,335.266,4,I,229
53,621,1270.42,336.913,4,I,229
54,622,1271.96,338.176,4,,229
55,623,1273.08,339.918,4,I,229
56,624,1274.4,342.158,4,I,229
57,625,1275.34,343.919,4,,229
58,626,1275.31,345.351,4,I,229
59,627,1275.15,347.236,4,I,229
60,628,1275.01,349.152,4,I,229
61,629,1275.0,350.676,4,,229
62,630,1276.22,353.411,4,I,229
63,631,1277.88,356.99,4,I,229
64,632,1279.05,359.797,4,,229
65,633,1278.66,361.967,4,I,229
66,634,1277.95,364.576,4,I,229
67,635,1277.36,366.554,4,,229
68,636,1276.83,367.633,4,I,229
69,637,1276.35,368.581,4,,229
70,638,1276.19,369.518,4,I,229
71,639,1276.0,370.777,4,I,229
72,640,1275.82,372.036,4,I,229
73,641,1275.68,372.973,4,,229
74,642,1275.46,373.925,4,I,229
75,643,1275.17,375.211,4,I,229
76,644,1274.88,376.476,4,I,229
77,645,1274.66,377.365,4,,229
78,646,1274.51,377.633,4,I,229
79,647,1274.31,377.927,4,I,229
80,648,1274.12,378.193,4,I,229
81,649,1273.99,378.378,4,,229
82,650,1273.98,378.385,4,I,229
83,651,1273.98,378.372,4,I,229
84,652,1273.98,378.363,4,I,229
85,653,1273.99,378.378,4,,229
86,654,1273.99,378.66,4,I,229
87,655,1273.99,379.071,4,I,229
88,656,1273.99,379.474,4,I,229
89,657,1273.99,379.73,4,,229
90,658,1273.91,379.474,4,I,229
91,659,1273.8,379.071,4,I,229
92,660,1273.7,378.66,4,I,229
93,661,1273.65,378.378,4,,229
94,662,1273.86,378.36,4,I,229
95,663,1274.16,378.364,4,I,229
96,664,1274.47,378.375,4,I,229
97,665,1274.66,378.378,4,,229
98,666,1274.48,378.326,4,I,229
99,667,1274.2,378.248,4,I,229
100,668,1273.87,378.163,4,I,229
101,669,1273.56,378.088,4,I,229
102,670,1273.31,378.041,4,,229
103,671,1272.75,378.109,4,I,229
104,672,1271.95,378.216,4,I,229
105,673,1271.15,378.319,4,I,229
106,674,1270.61,378.378,4,,229
107,675,1270.58,378.228,4,I,229
108,676,1270.6,378.002,4,I,229
109,677,1270.63,377.749,4,I,229
110,678,1270.64,377.52,4,I,229
111,679,1270.61,377.365,4,,229
112,680,1270.0,377.357,4,I,229
113,681,1269.12,377.361,4,I,229
114,682,1268.13,377.368,4,I,229
115,683,1267.22,377.372,4,I,229
116,684,1266.55,377.365,4,,229
117,685,1265.8,377.212,4,I,229
118,686,1264.75,376.989,4,I,229
119,687,1263.61,376.74,4,I,229
120,688,1262.57,376.512,4,I,229
121,689,1261.82,376.351,4,,229
122,690,1261.27,376.24,4,I,229
123,691,1260.52,376.091,4,I,229
124,692,1259.72,375.93,4,I,229
125,693,1258.98,375.783,4,I,229
126,694,1258.45,375.676,4,,229
127,695,1257.96,375.558,4,I,229
128,696,1257.29,375.39,4,I,229
129,697,1256.57,375.213,4,I,229
130,698,1255.9,375.069,4,I,229
131,699,1255.41,375.0,4,,229
132,700,1254.82,375.5,4,I,229
133,701,1253.99,376.239,4,I,229
134,702,1253.09,377.066,4,I,229
135,703,1252.27,377.829,4,I,229
136,704,1251.69,378.378,4,,229
137,705,1251.3,378.92,4,I,229
138,706,1250.8,379.667,4,I,229
139,707,1250.24,380.481,4,I,229
140,708,1249.72,381.223,4,I,229
141,709,1249.32,381.757,4,,229
142,710,1248.55,382.203,4,I,229
143,711,1247.45,382.795,4,I,229
144,712,1246.37,383.375,4,I,229
145,713,1245.61,383.784,4,,229
146,714,1245.41,383.923,4,I,229
147,715,1245.19,384.093,4,I,229
148,716,1244.95,384.28,4,I,229
149,717,1244.71,384.47,4,I,229
150,718,1244.47,384.647,4,I,229
151,719,1244.26,384.797,4,,229
152,720,1243.17,385.373,4,I,229
153,721,1241.6,386.201,4,I,229
154,722,1239.79,387.157,4,I,229
155,723,1237.96,388.113,4,I,229
156,724,1236.33,388.946,4,I,229
157,725,1235.14,389.527,4,,229
158,726,1233.35,389.766,4,I,229
159,727,1230.88,390.05,4,I,229
160,728,1228.43,390.326,4,I,229
161,729,1226.69,390.541,4,,229
162,730,1225.99,390.861,4,I,229
163,731,1225.11,391.315,4,I,229
164,732,1224.19,391.811,4,I,229
165,733,1223.32,392.258,4,I,229
166,734,1222.64,392.568,4,,229
167,735,1221.12,392.638,4,I,229
168,736,1218.96,392.714,4,I,229
169,737,1216.57,392.79,4,I,229
170,738,1214.39,392.856,4,I,229
171,739,1212.84,392.905,4,,229
172,740,1211.73,392.956,4,I,229
173,741,1210.24,393.024,4,I,229
174,742,1208.63,393.101,4,I,229
175,743,1207.16,393.177,4,I,229
176,744,1206.08,393.243,4,,229
177,745,1204.95,393.486,4,I,229
178,746,1203.4,393.829,4,I,229
179,747,1201.7,394.219,4,I,229
180,748,1200.13,394.604,4,I,229
181,749,1198.99,394.932,4,,229
182,750,1197.69,396.07,4,I,229
183,751,1195.89,397.711,4,I,229
184,752,1193.93,399.526,4,I,229
185,753,1192.14,401.187,4,I,229
186,754,1190.88,402.365,4,,229
187,755,1190.14,403.198,4,I,229
188,756,1189.18,404.316,4,I,229
189,757,1188.14,405.525,4,I,229
190,758,1187.19,406.629,4,I,229
191,759,1186.49,407.432,4,,229
192,760,1185.63,408.243,4,I,229
193,761,1184.45,409.363,4,I,229
194,762,1183.14,410.584,4,I,229
195,763,1181.95,411.699,4,I,229
196,764,1181.08,412.5,4,,229
197,765,1180.22,413.186,4,I,229
198,766,1179.05,414.102,4,I,229
199,767,1177.89,414.977,4,I,229
200,768,1177.03,415.541,4,,229
201,769,1176.23,415.036,4,I,229
202,770,1175.23,414.244,4,I,229
203,771,1174.32,413.514,4,,229
204,772,1172.43,412.045,4,I,229
205,773,1169.77,409.985,4,I,229
206,774,1167.11,407.916,4,I,229
207,775,1165.2,406.419,4,,229
208,776,1164.19,405.384,4,I,229
209,777,1162.91,404.044,4,I,229
210,778,1161.69,402.709,4,I,229
211,779,1160.81,401.689,4,,229
212,780,1160.38,400.35,4,I,229
0,425,1206.31,59.3868,2,,230
1,426,1206.57,60.1716,4,,230
2,427,1205.0,62.5262,4,,230
3,428,1201.08,63.5726,4,,230
4,429,1198.51,63.3779,4,I,230
5,430,1196.37,63.0494,4,,230
6,431,1195.82,63.0257,4,I,230
7,432,1195.37,63.0386,4,I,230
8,433,1195.06,63.0494,4,,230
9,434,1195.05,63.0311,4,I,230
10,435,1195.07,63.0116,4,I,230
11,436,1195.06,63.0494,4,,230
12,437,1194.76,63.5643,4,I,230
13,438,1194.34,64.3089,4,I,230
14,439,1193.88,65.0777,4,I,230
15,440,1193.49,65.6656,4,,230
16,441,1192.52,66.4807,4,I,230
17,442,1191.13,67.622,4,I,230
18,443,1189.6,68.8789,4,I,230
19,444,1188.2,70.041,4,I,230
20,445,1187.21,70.8979,4,,230
21,446,1186.65,72.0063,4,I,230
22,447,1185.99,73.4265,4,I,230
23,448,1185.38,74.5605,4,,230
24,449,1184.05,75.6476,4,I,230
25,450,1182.17,77.1416,4,I,230
26,451,1180.08,78.7722,4,I,230
27,452,1178.15,80.2693,4,I,230
28,453,1176.75,81.3625,4,,230
29,454,1175.21,82.5728,4,I,230
30,455,1173.28,84.0976,4,I,230
31,456,1171.78,85.2867,4,,230
32,457,1170.69,86.1896,4,I,230
33,458,1169.26,87.3715,4,I,230
34,459,1167.85,88.5574,4,I,230
35,460,1166.81,89.4726,4,,230
36,461,1165.76,90.793,4,I,230
37,462,1164.36,92.6177,4,I,230
38,463,1162.93,94.4395,4,I,230
39,464,1161.84,95.7514,4,,230
40,465,1160.21,96.5753,4,I,230
41,466,1157.97,97.632,4,I,230
42,467,1155.7,98.664,4,I,230
43,468,1153.99,99.414,4,,230
44,469,1151.89,99.9372,4,,230
45,470,1150.1,100.046,4,I,230
46,471,1148.23,99.9372,4,,230
47,472,1145.56,98.712,4,I,230
48,473,1141.86,96.9344,4,I,230
49,474,1138.15,95.1539,4,I,230
50,475,1135.41,93.9201,4,,230
51,476,1132.87,93.7191,4,I,230
52,477,1129.45,93.5601,4,I,230
53,478,1126.08,93.4503,4,I,230
54,479,1123.64,93.3968,4,,230
55,480,1122.05,93.7362,4,I,230
56,481,1120.0,94.2322,4,I,230
57,482,1117.94,94.7683,4,I,230
58,483,1116.31,95.2281,4,,230
59,484,1113.5,96.4594,4,I,230
60,485,1109.82,98.1047,4,I,230
61,486,1106.9,99.414,4,,230
62,487,1104.27,100.575,4,I,230
63,488,1101.04,101.998,4,I,230
64,489,1098.52,103.077,4,,230
65,490,1096.61,103.635,4,I,230
66,491,1094.1,104.333,4,I,230
67,492,1091.58,104.991,4,I,230
68,493,1089.63,105.431,4,,230
69,494,1086.76,105.241,4,I,230
70,495,1083.06,104.915,4,I,230
71,496,1080.21,104.646,4,,230
72,497,1078.48,104.374,4,I,230
73,498,1076.27,104.009,4,I,230
74,499,1074.13,103.635,4,I,230
75,500,1072.62,103.338,4,,230
76,501,1072.12,102.801,4,I,230
77,502,1071.55,102.051,4,I,230
78,503,1070.99,101.291,4,I,230
79,504,1070.53,100.722,4,,230
80,505,1069.55,100.084,4,I,230
81,506,1068.24,99.2758,4,I,230
82,507,1067.13,98.6291,4,,230
83,508,1065.57,97.986,4,I,230
84,509,1063.38,97.0913,4,I,230
85,510,1060.97,96.1257,4,I,230
86,511,1058.77,95.27,4,I,230
87,512,1057.19,94.7049,4,,230
88,513,1055.8,95.0342,4,I,230
89,514,1053.96,95.5773,4,I,230
90,515,1052.15,96.1421,4,I,230
91,516,1050.91,96.5362,4,,230
92,517,1050.83,96.6629,4,I,230
93,518,1050.9,96.7749,4,I,230
94,519,1050.91,96.7978,4,,230
95,520,1050.46,96.2577,4,I,230
96,521,1049.87,95.5116,4,I,230
97,522,1049.6,94.9665,4,,230
98,523,1051.25,94.9444,4,I,230
99,524,1053.67,94.9756,4,I,230
100,525,1056.15,95.0023,4,I,230
101,526,1057.97,94.9665,4,,230
102,527,1059.64,94.2756,4,I,230
103,528,1061.68,93.327,4,I,230
104,529,1063.21,92.612,4,,230
105,530,1063.73,92.3591,4,I,230
106,531,1064.32,92.0705,4,I,230
107,532,1064.88,91.7911,4,I,230
108,533,1065.3,91.5655,4,,230
109,534,1065.74,91.1421,4,I,230
110,535,1066.34,90.5519,4,I,230
111,536,1066.94,89.9453,4,I,230
112,537,1067.39,89.4726,4,,230
113,538,1067.89,88.7206,4,I,230
114,539,1068.57,87.6789,4,I,230
115,540,1069.25,86.6185,4,I,230
116,541,1069.75,85.81,4,,230
117,542,1070.21,84.7348,4,I,230
118,543,1070.85,83.2465,4,I,230
119,544,1071.55,81.5895,4,I,230
120,545,1072.18,80.008,4,I,230
121,546,1072.62,78.7463,4,,230
122,547,1072.89,75.6069,4,,230
123,548,1072.8,72.9766,4,I,230
124,549,1072.66,69.4973,4,I,230
125,550,1072.5,65.9989,4,I,230
126,551,1072.36,63.311,4,,230
127,552,1072.08,59.5581,4,I,230
128,553,1071.67,54.3805,4,I,230
129,554,1071.28,49.2207,4,I,230
130,555,1071.05,45.5211,4,,230
131,556,1071.52,43.4019,4,I,230
132,557,1072.22,40.6119,4,I,230
133,558,1073.01,37.6259,4,I,230
134,559,1073.72,34.9182,4,I,230
135,560,1074.19,32.9636,4,,230
136,561,1074.13,31.3215,4,I,230
137,562,1073.98,29.1451,4,I,230
138,563,1073.8,26.9812,4,I,230
139,564,1073.67,25.3767,4,,230
140,565,1073.47,23.823,4,I,230
141,566,1073.19,21.7391,4,I,230
142,567,1072.89,19.6428,4,I,230
