,frame,x,y,state,interpolation,track
363,108,469.58,686.766,4,I,146
368,109,469.144,687.888,4,I,146
373,110,469.27,686.688,4,I,146
378,111,469.326,684.875,4,I,146
383,112,468.234,681.799,4,,146
388,113,468.027,681.593,4,,146
393,114,469.479,682.494,4,I,146
398,115,469.666,683.37,4,I,146
403,116,470.833,682.919,4,I,146
408,117,471.864,680.785,4,I,146
413,118,472.219,677.866,4,I,146
418,119,472.529,674.792,4,I,146
423,120,473.844,673.487,4,I,146
428,121,475.027,673.709,4,I,146
433,122,474.673,673.195,4,I,146
438,123,472.853,671.022,4,I,146
443,124,472.571,668.374,4,,146
448,125,472.738,665.548,4,I,146
453,126,472.149,664.554,4,I,146
458,127,471.932,663.527,4,I,146
463,128,473.026,662.072,4,I,146
468,129,472.908,660.971,4,I,146
473,130,472.776,658.149,4,I,146
478,131,472.61,654.883,4,I,146
483,132,472.778,653.09,4,,146
488,133,472.964,651.282,4,I,146
493,134,472.232,649.187,4,I,146
498,135,469.675,647.762,4,I,146
503,136,468.525,646.232,4,I,146
508,137,466.611,645.486,4,I,146
513,138,463.775,643.824,4,I,146
518,139,461.831,642.143,4,,146
523,140,461.418,640.697,4,,146
528,141,460.057,640.291,4,I,146
533,142,460.705,639.367,4,I,146
538,143,460.919,637.927,4,I,146
543,144,459.936,635.29,4,I,146
548,145,459.533,632.675,4,I,146
553,146,460.501,631.021,4,I,146
558,147,462.151,628.376,4,,146
563,148,462.138,626.643,4,I,146
568,149,463.626,626.239,4,I,146
573,150,464.68,624.342,4,I,146
578,151,465.0,623.524,4,I,146
583,152,465.07,624.416,4,I,146
588,153,465.65,625.533,4,,146
593,154,463.244,636.469,7,,146
3,36,660.58,771.243,4,,147
8,37,665.812,774.644,4,,147
13,38,667.643,777.522,4,,147
18,39,672.614,777.26,4,,147
23,40,676.538,780.138,4,,147
28,41,684.648,780.4,4,,147
33,42,695.636,780.4,4,,147
38,43,700.869,779.877,4,,147
43,44,706.362,778.307,4,,147
48,45,706.886,775.167,4,,147
53,46,712.118,774.644,4,,147
58,47,716.042,775.429,4,,147
63,48,718.115,775.59,4,I,147
68,49,720.024,775.782,4,I,147
73,50,721.426,778.418,4,I,147
78,51,721.458,782.372,4,I,147
83,52,723.888,784.988,4,I,147
88,53,726.417,787.21,4,I,147
93,54,726.849,789.518,4,I,147
98,55,726.281,791.073,4,I,147
103,56,725.361,790.978,4,I,147
108,57,723.102,791.895,4,I,147
113,58,722.003,793.291,4,I,147
118,59,723.629,795.573,4,,147
123,60,728.077,795.835,4,,147
128,61,731.478,796.358,4,,147
133,62,730.693,797.666,4,,147
138,63,728.567,798.984,4,I,147
143,64,726.502,799.447,4,I,147
148,65,723.113,802.52,4,I,147
153,66,721.249,803.986,4,I,147
158,67,721.028,802.76,4,I,147
163,68,720.162,801.846,4,I,147
168,69,718.856,803.361,4,I,147
173,70,719.061,805.382,4,I,147
178,71,718.618,807.571,4,I,147
183,72,715.584,809.067,4,I,147
188,73,714.287,810.271,4,I,147
193,74,716.827,811.794,4,,147
198,75,716.185,813.937,4,I,147
203,76,716.413,818.086,4,I,147
208,77,718.077,821.358,4,I,147
213,78,722.136,823.989,4,I,147
218,79,729.525,824.567,4,I,147
223,80,732.451,820.813,4,I,147
228,81,735.867,819.046,4,I,147
233,82,740.465,818.117,4,I,147
238,83,745.73,816.686,4,I,147
243,84,749.837,814.672,4,I,147
248,85,752.252,813.236,4,I,147
253,86,753.725,811.868,4,I,147
258,87,756.172,810.466,4,I,147
263,88,759.324,808.665,4,I,147
268,89,762.492,806.881,4,I,147
273,90,764.009,805.974,4,I,147
278,91,763.992,805.15,4,I,147
283,92,762.61,804.992,4,,147
288,93,763.042,805.224,4,I,147
293,94,765.525,805.047,4,I,147
298,95,770.183,803.659,4,I,147
303,96,775.347,803.588,4,I,147
308,97,781.64,804.167,4,I,147
313,98,787.897,804.937,4,I,147
318,99,793.819,806.714,4,I,147
323,100,797.217,807.076,4,I,147
328,101,800.066,808.364,4,I,147
333,102,801.523,809.376,4,I,147
338,103,804.939,812.026,4,I,147
343,104,810.519,815.86,4,I,147
348,105,813.667,818.76,4,I,147
353,106,816.225,819.095,4,I,147
358,107,820.667,821.188,4,I,147
363,108,826.696,825.548,4,I,147
368,109,833.14,829.092,4,I,147
373,110,838.148,829.319,4,I,147
378,111,841.04,827.921,4,I,147
383,112,845.739,827.408,4,I,147
388,113,849.74,826.845,4,I,147
393,114,851.585,826.047,4,I,147
398,115,855.483,825.136,4,,147
403,116,856.287,826.319,4,I,147
408,117,856.824,826.868,4,I,147
413,118,859.158,827.466,4,I,147
418,119,861.664,827.365,4,I,147
423,120,862.828,827.044,4,I,147
428,121,862.848,827.072,4,I,147
433,122,863.072,826.171,4,I,147
438,123,863.223,826.189,4,I,147
443,124,863.651,826.02,4,I,147
448,125,863.856,825.677,4,I,147
453,126,864.01,826.429,4,I,147
458,127,864.383,826.846,4,I,147
463,128,864.378,825.921,4,,147
468,129,863.467,825.953,4,I,147
473,130,860.716,826.183,4,,147
478,131,862.547,826.183,4,,147
483,132,865.324,826.175,4,I,147
488,133,866.588,826.588,4,I,147
493,134,870.59,827.63,4,I,147
498,135,872.9,828.01,4,I,147
503,136,873.912,828.663,4,I,147
508,137,875.571,829.526,4,I,147
513,138,877.511,830.051,4,I,147
518,139,878.511,830.225,4,I,147
523,140,880.453,829.683,4,I,147
528,141,885.046,828.537,4,,147
533,142,887.662,829.06,4,,147
538,143,890.54,829.322,4,,147
543,144,892.633,827.491,4,,147
548,145,894.209,827.482,4,I,147
553,146,895.817,827.491,4,I,147
558,147,897.33,827.492,4,I,147
563,148,897.109,827.499,4,I,147
568,149,897.048,826.583,4,I,147
573,150,898.822,825.498,4,I,147
578,151,903.068,826.507,4,I,147
583,152,908.367,828.867,4,I,147
588,153,914.639,831.369,4,I,147
593,154,913.412,831.471,4,I,147
598,155,912.873,830.339,4,I,147
3,7,655.06,849.5,4,,148
8,8,654.185,847.969,4,,148
13,9,656.154,849.282,4,,148
18,10,656.724,849.144,4,I,148
23,11,654.993,847.973,4,I,148
28,12,655.867,848.358,4,I,148
33,13,655.927,847.957,4,I,148
38,14,655.819,847.739,4,I,148
43,15,656.102,848.239,4,I,148
48,16,653.883,848.177,4,I,148
53,17,654.453,849.104,4,I,148
58,18,654.414,850.219,4,I,148
63,19,656.372,849.719,4,,148
68,20,653.31,848.407,4,,148
73,21,653.529,848.188,4,,148
78,22,654.623,847.313,4,,148
83,23,655.067,847.049,4,I,148
88,24,654.965,845.387,4,I,148
93,25,654.087,843.969,4,I,148
98,26,652.641,841.943,4,I,148
103,27,652.023,840.634,4,I,148
108,28,651.715,838.828,4,I,148
113,29,655.18,834.849,4,I,148
118,30,657.854,832.316,4,I,148
123,31,656.941,830.703,4,I,148
128,32,655.141,828.556,4,I,148
133,33,653.08,825.97,4,I,148
138,34,651.826,824.618,4,I,148
143,35,650.904,823.254,4,,148
148,36,651.342,819.973,4,,148
153,37,653.748,820.411,7,,148
3,7,662.278,859.999,4,,149
8,8,662.278,862.405,4,,149
13,9,661.914,860.388,4,I,149
18,10,661.888,859.733,4,I,149
23,11,661.737,858.587,4,I,149
28,12,660.961,858.369,4,I,149
33,13,660.46,857.425,4,I,149
38,14,660.86,857.121,4,I,149
43,15,661.089,858.255,4,I,149
48,16,660.328,858.983,4,I,149
53,17,660.226,860.144,4,I,149
58,18,660.076,860.138,4,I,149
63,19,660.513,858.879,4,I,149
68,20,662.174,857.693,4,I,149
73,21,662.812,857.592,4,I,149
78,22,663.021,859.568,4,I,149
83,23,662.923,860.079,4,I,149
88,24,664.976,861.946,4,I,149
93,25,666.975,867.725,4,I,149
98,26,667.675,875.026,4,I,149
103,27,668.235,879.694,4,I,149
108,28,667.039,884.584,4,I,149
113,29,665.295,891.201,4,I,149
118,30,663.817,895.811,4,I,149
123,31,662.076,899.807,4,I,149
128,32,659.183,903.712,4,I,149
133,33,658.594,905.394,4,I,149
138,34,663.875,906.256,4,I,149
143,35,671.936,906.953,4,I,149
148,36,677.369,905.929,4,,149
153,37,680.021,905.997,4,I,149
158,38,684.246,906.331,4,I,149
163,39,686.337,906.148,7,,149
0,47,829.022,935.392,2,,150
5,48,824.078,928.207,4,I,150
10,49,822.328,925.622,4,I,150
15,50,820.087,919.197,4,I,150
20,51,815.818,915.116,4,,150
25,52,816.795,906.961,4,I,150
30,53,821.643,899.498,4,I,150
35,54,823.481,896.631,4,I,150
40,55,830.741,893.587,4,I,150
45,56,838.828,890.752,4,I,150
50,57,839.641,891.801,4,I,150
55,58,842.362,888.757,4,I,150
60,59,847.203,884.561,4,I,150
65,60,854.854,884.168,4,I,150
70,61,861.818,884.507,4,I,150
75,62,867.097,884.485,4,I,150
80,63,872.811,884.889,4,I,150
85,64,879.983,885.682,4,I,150
90,65,883.441,885.437,4,I,150
95,66,886.845,887.729,4,I,150
100,67,890.338,892.433,4,I,150
105,68,891.304,897.751,4,I,150
110,69,891.509,899.803,4,I,150
115,70,891.057,901.381,4,I,150
120,71,890.599,905.627,4,I,150
125,72,890.953,913.493,4,I,150
130,73,893.463,918.615,4,,150
135,74,898.93,918.396,4,,150
140,75,905.635,918.396,4,I,150
145,76,910.277,918.42,4,I,150
150,77,913.814,917.106,4,I,150
155,78,916.896,914.896,4,I,150
160,79,919.862,913.15,4,I,150
165,80,922.333,915.116,4,,150
170,81,923.427,921.677,7,,150
0,47,838.541,943.256,2,,151
5,48,834.416,947.29,4,I,151
10,49,834.19,948.361,4,,151
15,50,832.003,952.298,4,,151
20,51,831.966,956.661,4,I,151
25,52,832.435,962.531,4,I,151
30,53,822.53,963.924,4,I,151
35,54,816.036,965.421,4,,151
40,55,808.819,966.077,4,,151
45,56,802.92,965.625,4,I,151
50,57,794.552,962.014,4,I,151
55,58,786.128,956.868,4,I,151
60,59,777.791,959.033,4,I,151
65,60,767.024,962.845,4,I,151
70,61,757.527,964.654,4,I,151
75,62,748.139,965.016,4,I,151
80,63,738.87,965.912,4,I,151
85,64,725.268,967.827,4,,151
90,65,716.904,965.131,4,I,151
95,66,713.291,956.761,4,I,151
100,67,708.123,949.559,4,I,151
105,68,708.727,942.687,4,I,151
110,69,708.181,939.372,4,I,151
115,70,708.694,931.549,4,I,151
120,71,703.883,922.186,4,I,151
125,72,696.321,914.369,4,I,151
130,73,693.265,909.332,4,I,151
135,74,691.559,900.118,4,I,151
140,75,694.211,890.619,4,,151
145,76,700.116,884.933,4,,151
150,77,704.928,880.121,4,,151
155,78,713.676,869.185,4,,151
160,79,722.863,864.373,4,,151
165,80,728.331,865.904,4,,151
170,81,718.051,872.684,7,,151
2,29,633.372,970.333,4,,152
7,30,636.692,963.712,4,I,152
12,31,636.663,956.735,4,I,152
17,32,641.506,945.861,4,I,152
22,33,651.082,939.114,4,I,152
27,34,658.883,937.585,4,I,152
32,35,664.115,941.306,4,I,152
37,36,670.195,950.224,4,,152
42,37,678.452,957.289,4,I,152
47,38,684.812,964.82,4,I,152
52,39,689.475,974.527,4,I,152
57,40,694.824,978.63,4,I,152
62,41,701.265,986.551,4,I,152
67,42,701.935,990.256,4,I,152
72,43,703.171,992.786,4,I,152
77,44,705.949,995.338,4,I,152
82,45,707.586,997.64,4,I,152
87,46,709.425,1001.44,4,I,152
92,47,711.518,1006.31,4,I,152
97,48,715.4,1010.4,4,I,152
102,49,721.565,1014.11,4,I,152
107,50,726.951,1015.75,4,I,152
112,51,737.089,1014.84,4,I,152
117,52,738.54,1008.61,4,I,152
122,53,737.881,1001.7,4,I,152
127,54,737.761,995.333,4,,152
132,55,740.495,990.451,4,,152
137,56,739.508,983.083,4,I,152
142,57,737.06,977.744,4,I,152
147,58,735.261,974.452,4,I,152
152,59,736.589,969.947,4,,152
157,60,730.726,954.859,4,I,152
162,61,725.458,942.803,4,,152
167,62,723.164,933.116,4,I,152
172,63,722.509,929.472,4,I,152
177,64,723.333,926.489,4,I,152
182,65,729.912,921.43,4,I,152
187,66,741.276,914.292,4,,152
2,29,627.342,988.885,4,I,153
7,30,630.338,989.678,4,I,153
12,31,632.848,995.448,4,,153
17,32,638.081,1002.77,4,,153
22,33,639.322,1007.13,4,I,153
27,34,635.378,1015.2,4,I,153
32,35,631.821,1023.6,4,I,153
37,36,624.738,1029.36,4,I,153
42,37,619.506,1038.09,11,,153
1,27,722.059,1026.84,4,,154
6,28,715.257,1033.91,4,,154
11,29,710.882,1039.25,4,I,154
16,30,702.177,1037.04,4,,154
21,31,694.116,1035.65,4,I,154
1,27,734.355,1019.78,4,,155
6,28,749.267,1002.77,4,,155
11,29,749.791,982.367,4,,155
16,30,739.588,988.123,4,,155
21,31,729.689,978.761,4,I,155
26,32,724.121,966.69,4,I,155
31,33,739.37,956.355,4,I,155
36,34,754.312,954.733,4,I,155
41,35,759.47,945.741,4,,155
46,36,752.145,936.323,4,,155
51,37,750.314,930.567,4,,155
56,38,749.006,920.103,4,,155
61,39,748.542,911.692,4,I,155
66,40,744.792,905.731,4,I,155
71,41,741.219,898.115,4,I,155
76,42,736.07,893.971,4,I,155
81,43,733.788,888.369,4,I,155
86,44,733.316,880.618,4,I,155
91,45,732.384,871.957,4,I,155
96,46,730.64,864.29,4,I,155
101,47,727.395,856.571,4,I,155
106,48,727.226,852.681,4,I,155
111,49,730.137,846.31,4,I,155
116,50,732.316,841.665,4,I,155
121,51,736.637,837.63,4,I,155
126,52,739.596,836.327,4,I,155
131,53,743.629,838.243,4,I,155
136,54,746.986,840.231,4,I,155
141,55,739.849,842.403,7,,155
1,40,53.6837,928.046,4,,156
6,41,46.3597,936.24,4,I,156
11,42,48.6416,937.537,4,,156
16,43,42.1165,933.978,4,,156
21,44,38.7818,933.077,4,I,156
26,45,36.02,931.37,4,I,156
31,46,32.7806,930.912,4,I,156
36,47,30.1883,929.619,4,I,156
41,48,25.3821,923.843,4,I,156
46,49,16.8799,919.086,4,I,156
51,50,12.7163,914.277,4,I,156
56,51,12.7827,910.09,4,I,156
61,52,6.2285,911.733,4,,156
66,53,2.10981,911.796,4,I,156
1,40,46.862,939.613,4,,157
6,41,58.6541,937.124,4,I,157
11,42,59.8779,934.929,4,I,157
16,43,62.285,934.868,4,,157
21,44,66.997,935.466,4,I,157
26,45,74.2119,935.776,4,I,157
31,46,79.7841,934.571,4,,157
36,47,81.2671,929.529,4,,157
41,48,82.8399,919.906,4,I,157
46,49,87.0715,912.191,4,I,157
51,50,90.6959,903.565,4,I,157
56,51,91.2997,899.651,4,I,157
61,52,89.9389,896.581,4,I,157
66,53,87.8396,888.948,4,I,157
71,54,83.3432,879.108,4,,157
76,55,79.5098,875.987,4,I,157
81,56,75.1529,876.59,4,I,157
86,57,73.0797,876.974,4,I,157
91,58,70.8862,875.252,4,,157
96,59,66.575,872.461,4,I,157
101,60,62.5522,867.685,4,I,157
106,61,56.602,866.544,4,I,157
111,62,51.9041,868.727,4,,157
116,63,48.7183,872.525,4,I,157
121,64,43.5875,877.293,4,I,157
126,65,38.6557,881.156,4,I,157
131,66,32.9698,885.025,4,I,157
136,67,24.18,891.004,4,I,157
141,68,18.4244,898.256,4,I,157
146,69,12.8337,903.349,4,I,157
151,70,4.88841,909.218,4,I,157
156,71,1.53958,917.024,4,I,157
161,72,0.296595,920.335,4,,157
0,48,326.758,995.71,2,,158
5,49,331.625,995.845,4,I,158
10,50,332.158,993.991,4,I,158
15,51,332.368,994.176,4,I,158
20,52,331.91,994.817,4,I,158
25,53,333.689,992.238,4,I,158
30,54,337.452,987.045,4,I,158
35,55,341.381,980.681,4,I,158
40,56,343.161,976.094,4,,158
45,57,344.736,970.148,4,I,158
50,58,344.185,963.487,4,I,158
55,59,344.48,961.597,4,I,158
60,60,343.706,960.314,4,I,158
65,61,342.985,960.337,4,I,158
70,62,339.873,959.397,4,I,158
75,63,337.229,957.112,4,,158
80,64,336.042,955.926,4,,158
85,65,331.297,953.85,4,,158
90,66,322.764,950.837,4,I,158
95,67,315.863,948.602,4,I,158
100,68,309.654,944.879,4,I,158
105,69,310.863,938.393,4,I,158
110,70,315.418,930.846,4,I,158
115,71,321.507,924.51,4,I,158
120,72,325.398,919.389,4,I,158
125,73,331.089,915.808,4,I,158
130,74,335.618,913.471,4,I,158
135,75,337.584,911.285,4,I,158
140,76,335.604,909.313,4,I,158
145,77,334.425,905.772,4,I,158
150,78,334.377,901.322,4,I,158
155,79,334.27,897.508,4,I,158
160,80,333.698,891.869,4,I,158
165,81,331.939,885.904,4,I,158
170,82,328.734,880.987,4,I,158
175,83,325.365,875.549,4,,158
180,84,322.399,874.066,4,,158
185,85,318.84,871.693,4,,158
190,86,316.467,869.024,4,,158
195,87,309.942,866.354,4,,158
200,88,304.603,865.168,4,,158
205,89,299.858,863.981,4,,158
210,90,291.553,863.092,4,,158
215,91,277.621,863.388,4,I,158
220,92,267.772,863.638,4,I,158
225,93,261.597,865.464,4,,158
230,94,257.211,866.348,4,I,158
235,95,251.513,868.43,4,,158
240,96,250.03,869.913,4,,158
245,97,247.064,872.583,4,,158
250,98,243.452,879.819,4,I,158
255,99,239.056,886.819,4,,158
260,100,233.124,888.302,4,,158
265,101,230.751,893.048,4,,158
270,102,226.895,898.98,4,,158
275,103,220.963,903.725,4,,158
280,104,219.777,905.505,4,,158
285,105,216.935,908.609,4,I,158
290,106,213.762,911.819,4,I,158
295,107,211.539,913.785,4,I,158
300,108,206.433,919.103,4,I,158
305,109,202.574,922.707,4,,158
310,110,199.015,924.783,4,,158
315,111,197.979,927.126,4,I,158
320,112,196.585,928.201,4,I,158
325,113,195.16,929.232,4,,158
330,114,194.73,931.533,4,I,158
335,115,195.162,931.814,4,I,158
340,116,195.293,931.391,4,I,158
345,117,196.191,932.041,4,I,158
350,118,197.134,932.919,4,I,158
355,119,197.408,933.735,4,I,158
360,120,195.988,933.954,4,I,158
365,121,193.391,933.149,4,I,158
370,122,191.09,932.906,4,I,158
375,123,190.655,932.639,4,I,158
380,124,188.638,932.225,4,I,158
385,125,185.808,932.7,4,I,158
390,126,182.47,931.955,4,I,158
395,127,178.944,929.891,4,I,158
400,128,174.921,927.462,4,I,158
405,129,171.888,926.209,4,I,158
410,130,169.565,925.865,4,I,158
415,131,167.613,927.326,4,I,158
420,132,167.873,926.86,4,,158
425,133,166.093,926.266,4,,158
430,134,164.272,926.01,4,I,158
435,135,163.259,925.472,4,I,158
440,136,163.122,924.878,4,I,158
445,137,163.388,924.271,4,I,158
450,138,162.656,924.946,4,I,158
455,139,163.786,924.825,4,I,158
460,140,164.272,925.288,4,I,158
465,141,164.312,925.122,4,I,158
470,142,164.525,925.498,4,I,158
475,143,164.46,925.534,4,I,158
480,144,164.487,925.203,4,I,158
485,145,164.914,924.654,4,I,158
490,146,164.684,924.525,4,I,158
495,147,164.296,924.647,4,I,158
500,148,164.907,923.729,4,I,158
505,149,165.506,923.89,4,I,158
510,150,165.852,924.198,4,I,158
515,151,166.697,924.132,4,I,158
520,152,166.688,923.673,4,I,158
525,153,166.607,922.937,4,I,158
530,154,166.161,922.241,4,I,158
535,155,164.895,923.011,4,I,158
0,48,337.484,1001.47,2,,159
5,49,343.36,999.068,4,I,159
10,50,346.641,1001.47,4,,159
15,51,347.464,1002.37,4,I,159
20,52,349.638,1003.02,4,I,159
25,53,351.861,1004.75,4,I,159
30,54,355.536,1004.6,4,,159
35,55,361.03,1011.67,4,,159
40,56,362.711,1016.14,4,I,159
45,57,364.355,1020.24,4,I,159
50,58,367.047,1021.87,4,,159
55,59,369.403,1021.64,4,I,159
60,60,370.886,1021.98,4,I,159
65,61,371.611,1023.3,4,I,159
70,62,370.395,1027.28,4,I,159
75,63,367.654,1029.67,4,I,159
80,64,361.338,1031.33,4,I,159
85,65,354.862,1034.86,4,I,159
90,66,347.17,1037.37,4,I,159
95,67,341.58,1039.14,4,I,159
100,68,338.731,1039.32,11,I,159
105,69,335.081,1039.17,11,I,159
110,70,330.609,1038.99,11,I,159
115,71,325.571,1038.78,11,I,159
120,72,320.227,1038.56,11,I,159
125,73,314.834,1038.33,11,I,159
130,74,309.648,1038.1,11,I,159
135,75,304.929,1037.9,11,I,159
140,76,300.934,1037.72,12,I,159
145,77,297.919,1037.59,4,I,159
150,78,296.006,1036.66,4,I,159
155,79,294.315,1035.61,4,I,159
160,80,292.075,1034.59,4,I,159
165,81,290.132,1033.64,4,,159
170,82,290.675,1032.27,4,I,159
175,83,286.499,1033.95,4,I,159
180,84,282.448,1034.55,4,I,159
185,85,279.932,1034.3,4,I,159
190,86,277.292,1033.88,4,I,159
195,87,272.342,1033.91,4,,159
200,88,271.034,1037.57,7,,159
2,40,390.592,817.811,4,,160
7,41,390.367,815.043,4,I,160
12,42,392.685,805.515,4,,160
17,43,397.113,801.055,4,I,160
22,44,395.946,794.461,4,I,160
27,45,398.319,789.258,4,I,160
32,46,400.114,781.881,4,I,160
37,47,402.416,773.623,4,I,160
42,48,403.073,769.071,4,,160
47,49,407.522,764.029,4,,160
52,50,415.438,757.001,4,I,160
57,51,422.55,751.313,4,I,160
62,52,429.411,748.333,4,I,160
67,53,434.36,748.09,4,I,160
72,54,439.377,752.478,4,I,160
77,55,445.697,760.672,4,I,160
82,56,453.968,769.57,4,I,160
87,57,464.587,778.672,4,I,160
92,58,471.238,783.583,4,I,160
97,59,477.676,784.47,4,I,160
102,60,482.925,783.496,4,I,160
107,61,490.004,782.688,4,I,160
112,62,494.326,781.717,4,I,160
117,63,497.318,778.751,4,I,160
122,64,500.949,771.444,4,,160
127,65,503.915,764.622,4,,160
132,66,504.625,758.698,4,I,160
137,67,505.028,753.096,4,I,160
142,68,510.131,744.821,4,I,160
147,69,507.178,737.632,4,,160
152,70,500.592,729.289,4,I,160
157,71,503.921,725.049,4,I,160
162,72,511.511,717.824,4,I,160
167,73,514.952,710.579,4,I,160
172,74,514.118,707.491,4,I,160
177,75,514.47,705.924,4,I,160
182,76,510.264,702.605,4,I,160
187,77,505.748,698.548,4,I,160
192,78,503.594,696.103,4,I,160
197,79,502.468,693.893,4,I,160
202,80,500.976,690.201,4,I,160
207,81,499.629,686.203,4,I,160
212,82,497.309,680.144,4,I,160
217,83,496.267,673.385,4,I,160
222,84,492.43,672.707,4,I,160
227,85,489.975,672.678,4,,160
232,86,488.196,677.423,7,,160
2,40,382.482,827.229,4,,161
7,41,378.82,832.461,4,,161
12,42,372.802,839.263,4,,161
17,43,358.937,853.391,4,,161
22,44,350.93,866.063,4,I,161
27,45,344.058,880.878,4,I,161
32,46,333.669,895.124,4,,161
37,47,325.71,897.788,4,I,161
42,48,314.843,896.217,4,I,161
47,49,308.925,892.305,4,I,161
52,50,304.307,886.226,4,,161
57,51,300.154,881.481,4,,161
62,52,296.595,882.37,4,,161
67,53,294.495,887.961,4,I,161
72,54,292.146,894.234,4,,161
77,55,292.592,903.417,4,I,161
82,56,299.769,911.639,4,I,161
87,57,310.832,919.445,4,,161
92,58,321.749,923.772,4,I,161
97,59,330.579,927.215,4,I,161
102,60,336.595,927.54,4,I,161
107,61,345.533,927.749,4,,161
112,62,351.908,928.162,4,I,161
117,63,360.363,930.715,4,,161
122,64,370.694,930.718,4,I,161
127,65,379.095,929.0,4,I,161
132,66,380.623,924.245,4,I,161
137,67,382.702,921.309,4,I,161
142,68,383.794,917.665,4,,161
147,69,386.381,911.451,4,I,161
152,70,388.54,906.098,4,,161
157,71,387.65,901.946,4,,161
162,72,387.736,898.875,4,I,161
167,73,385.694,894.436,4,I,161
172,74,379.308,889.395,4,I,161
177,75,372.858,883.794,4,I,161
182,76,368.371,880.294,4,,161
187,77,365.074,874.2,4,I,161
192,78,363.734,868.451,4,I,161
197,79,363.922,865.761,4,,161
202,80,364.219,861.312,4,,161
207,81,363.032,855.677,4,,161
212,82,359.473,851.821,4,,161
217,83,360.95,847.885,4,I,161
222,84,368.075,847.076,7,,161
0,30,299.55,898.127,2,,162
5,31,297.934,895.443,4,I,162
10,32,291.44,887.401,4,,162
15,33,284.464,871.548,4,I,162
20,34,284.115,863.594,4,,162
25,35,281.842,856.611,4,I,162
30,36,287.274,849.275,4,I,162
35,37,283.006,837.417,4,I,162
40,38,279.929,829.845,4,,162
45,39,276.73,823.659,4,I,162
50,40,275.503,814.402,4,I,162
55,41,275.743,806.823,4,,162
60,42,278.559,802.892,4,I,162
65,43,279.122,802.546,4,I,162
70,44,281.139,799.644,4,I,162
75,45,288.039,793.481,4,,162
80,46,295.344,791.559,4,I,162
85,47,302.456,797.432,4,I,162
90,48,307.913,801.731,4,I,162
95,49,310.627,802.51,4,I,162
100,50,309.823,803.543,4,I,162
105,51,305.637,806.287,4,I,162
110,52,297.108,807.013,4,I,162
115,53,291.023,808.367,4,I,162
120,54,283.293,814.18,4,I,162
125,55,275.119,817.671,4,I,162
130,56,270.848,821.638,4,I,162
135,57,264.706,825.673,4,I,162
140,58,258.189,826.276,4,I,162
145,59,252.855,823.777,4,I,162
150,60,245.14,827.887,4,I,162
155,61,235.904,834.557,4,I,162
160,62,227.049,837.486,4,I,162
165,63,221.047,837.813,4,I,162
170,64,216.316,837.266,4,I,162
175,65,212.242,835.637,4,I,162
180,66,210.887,833.46,4,I,162
185,67,210.734,834.294,4,I,162
190,68,210.471,835.064,4,I,162
195,69,211.386,834.554,4,,162
0,30,305.567,907.283,2,,163
5,31,313.622,912.497,4,I,163
10,32,321.787,915.393,4,,163
15,33,330.063,913.814,4,I,163
20,34,335.391,919.056,4,,163
25,35,334.895,936.143,4,I,163
30,36,329.113,948.357,4,,163
35,37,325.45,956.729,4,,163
40,38,316.242,964.541,4,I,163
45,39,303.191,968.316,4,I,163
50,40,291.134,967.122,4,I,163
55,41,281.872,966.369,4,I,163
60,42,274.697,961.699,4,,163
65,43,268.863,963.015,4,I,163
70,44,259.574,965.894,4,I,163
75,45,248.671,964.629,4,I,163
80,46,244.35,960.176,4,I,163
85,47,246.255,954.78,4,I,163
90,48,250.678,948.586,4,I,163
95,49,253.412,941.397,4,I,163
100,50,254.483,935.693,4,I,163
105,51,256.614,929.971,4,I,163
110,52,259.767,927.534,4,I,163
115,53,265.082,927.283,4,I,163
120,54,271.932,920.641,4,I,163
125,55,277.063,913.444,4,I,163
130,56,279.141,909.515,4,I,163
135,57,279.902,900.719,4,I,163
140,58,282.807,884.523,4,,163
145,59,288.407,879.407,4,I,163
150,60,291.379,873.463,4,I,163
155,61,293.03,865.205,4,I,163
160,62,293.816,855.218,4,I,163
165,63,296.618,846.664,4,I,163
170,64,301.12,843.188,4,,163
175,65,295.467,831.515,4,I,163
180,66,290.393,824.613,7,,163
185,67,304.782,851.821,7,,163
0,20,438.664,882.074,2,,164
5,21,443.706,870.803,4,,164
10,22,440.135,861.396,4,I,164
15,23,428.311,861.068,4,I,164
20,24,416.869,869.778,4,I,164
25,25,402.183,869.024,4,,164
30,26,393.388,866.907,4,I,164
35,27,386.806,867.273,4,I,164
40,28,378.159,873.473,4,,164
45,29,368.953,881.033,4,I,164
50,30,363.041,893.988,4,I,164
55,31,364.513,904.504,4,I,164
60,32,369.89,918.837,4,I,164
65,33,382.789,934.144,4,I,164
70,34,405.695,944.108,4,I,164
75,35,419.15,945.526,4,I,164
80,36,435.229,944.231,4,I,164
85,37,450.643,944.78,4,I,164
90,38,456.396,947.916,4,I,164
95,39,461.638,952.348,4,I,164
100,40,468.086,959.415,4,I,164
105,41,470.736,971.034,4,I,164
110,42,468.62,982.916,4,,164
115,43,462.324,994.904,4,I,164
120,44,466.544,990.924,7,,164
0,20,447.562,887.413,2,,165
5,21,455.273,890.675,4,,165
10,22,462.348,891.315,4,I,165
15,23,461.799,906.691,4,,165
20,24,458.239,931.309,4,,165
25,25,440.74,947.325,4,,165
30,26,431.637,957.497,4,I,165
35,27,423.287,969.063,4,I,165
40,28,430.25,981.545,4,I,165
